"alert_text","severity"
"JVM PID 'xyz' experiencing frequent instance crashes or errors, leading to reduced capacity utilization on the server.","P3"
"CPU usage by threads in a container is running over an average of more than 50% for consecutive intervals.","P3"
"API gateway down, all services unreachable","P1"
"Multiple services down, complete outage","P1"
"Database replica lag above 60 seconds","P2"
"Load balancer health check failing on prod","P1"
"Kubernetes node not ready, pods evicted","P1"
"Network connection lost to storage-cluster","P1"
"Memory leak detected on stats-processor, 20 GB used","P2"
"Alert: auth-db transaction log is 80% full","P3"
"High latency (50ms) detected on user-service for 5 minutes","P2"
"API 'payments' gateway unavailable","P1"
"Disk space warning at /var/log on logging server (85% free)","P3"
"Network interface down: eth0, IP address 10.0.0.1","P1"
"Avg load average: 25, max 40 for last hour on database-server","P3"
"Duplicated data detected in transactions table for payment-api","P2"
"Service 'billing' failed to start due to dependencies failure","P1"
"High request rate (>100/sec) detected on user-service for 30 seconds","P2"
"Alert: free disk space is running low at /mnt/backup","P3"
"No available connections in retry queue for database-connection-pool","P1"
"Gauge 'CPU Util' of metricset 'system' is increasing","P3"
"API rate limiting (400 Too Many Requests) triggered on analytics-api","P2"
"Scheduled task 'daily-backup' failed to run","P1"
"Memory usage at 75% for stats-processor, swap space at 0%","P2"
"Alert: auth-service failed authentication request due to network issues","P1"
"High write IOPS (>200/sec) detected on storage-cluster for 15 minutes","P2"
"No disk space available in / (100%) on logging server","P3"
"Gauge 'disk_space_used' is reaching warning threshold at 90% for data-store-svc","P3"
"Database query taking more than 10s to execute on db-transactional-table","P1"
"Service 'auth' failed to authenticate user due to internal error","P2"
"Request timeout (>30s) detected on payment-processing-api (retry failure)","P2"
"Alert: no new connections can be established for auth-service database pool","P1"
"Frequent connection drops detected from app-server-01","P2"
"No valid IP address assigned to interface 'eth0' of server-db-02","P1"
"Avg disk IOPS at 180/sec on storage-cluster is slowing down overall performance","P3"
"Gauge 'memory_used_percent' on auth-service is increasing rapidly (5 sec)","P3"
"API health check failing for user-service (timeout >10sec)","P2"
"Duplicated entries found in database table, last update: Tue Mar 23 00:37:40 UTC, timestamp range: [2021-12-13 17:18:16 +0000, 2021-12-13 19:14:39 +0000]","P1"
"Avg response latency >10s for payment-processor-api","P2"
"Alert: swap memory usage is running out of control (85%) on stats-server","P3"
"API route '/v1/reports' under payments-service not responding due to internal error","P2"
"No available disk space in /tmp due to file system saturation at 99%","P3"
"Network interface 'eth0' configured as a bridge but no active connections are seen on the network","P1"
"Alert: API gateway for user-service (payments-api-v2) is not responding","P2"
"Authentication failure due to expired certificate key for service 'payments-processor'","P1"
"Avg disk usage at /var/log/ logs is 95% capacity used which is triggering a warning","P3"
"SQL query taking too long (>60s) on db-monitoring-database and failing to retrieve metrics data","P1"
"Sudden death detected on connection queue for authentication-service due to network failure","P2"
"Database transaction failed due to network issues connecting to payment-db","P1"
"All incoming requests are being rejected by firewall rules (due to DDoS protection) for service 'payment-processor'","P2"
"Gauge 'mem_used_percent' on logging-server is exceeding high watermark of 85%","P3"
"No connections available after reconfiguring network interface, due to potential loopback address conflict issue","P1"
"Authentications are taking extremely lengthy on auth-api","P2"
"Critical error occurred on application restart due to internal server misconfiguration issues and unable to connect to the system storage","P1"
"Service 'orders' is not responding, retry timeout exceeded after 30 seconds ","P1"
"Queue backlog exceeds threshold of 5000 messages in RabbitMQ exchange","P2"
"Average API latency spikes to 700ms on orders-service","P2"
"Caching layer for customer-profiles offline","P1"
"Wormhole communication channel is down, impacting order processing","P1"
" CPU usage exceeds 80% threshold on database instance for 15 minutes ","P3"
" Memory exhaustion alert for 'report-generating-worker', available memory 30%","P2"
"Customer account update rate spikes to 150 updates per minute for the last hour","P2"
"Email service delivery failing, bounce rate of 5.0% in the past 12 hours","P3"
"GFS bucket replication failed on data-node-001 due to connection timeout","P1"
"In-memory event store is nearly full at 95% capacity","P3"
" Authentication token renewal failed to reach expected completion ratio of 90%","P2"
"Active Session count on MongoDB instance exceeds threshold (400 sessions)"," P1"
"Unhealthy nodes detected in HDFS storage cluster: node-001"," P2"
" Average disk I/O response time is 35ms, exceeding the expected limit (20ms) ","P3"
"Queue processing failed for message with id 123, retries exhausted","P1"
" API health check on gateway-service fails due to SSL handshake issues ","P1"
"Cassandra consistency level is set incorrectly for 'myapp' keyspace","P2"
"Customer login attempts in the last hour exceeded threshold (100 attempts)"," P1"
"Scheduled backup job failed for data source 123","P3"
" Kafka connection health check on producer-service fails due to authentication errors ","P1"
"Database connection pool exhausted on payments-api, 0 connections available","P1"
"Network socket timeout on user-data-service to 5 servers","P3"
"Memory leak detected on dev-env for task-server","P2"
"Critical error in payment processing on commerce-platform","P1"
"Donation API service down due to insufficient disk space","P1"
"Database query taking longer than expected on analytics-tool","P2"
"Alert system temporarily unavailable due to high log volume","P3"
"CPU usage at 99% for 10 minutes on order-api","P2"
"Memory running low on cache-store with only 2 GB available","P3"
"Payment processing transaction failed due to invalid data","P2"
"Mysql database slow query taking over 30 seconds","P2"
"Failed to retrieve user's profile information from identity-service","P3"
"HDD space at 88% capacity on database-server for user-data","P1"
"Application error due to missing required library on task-server","P3"
"High CPU usage on login-service at 92% for last hour","P2"
"No available connections for database service, check config file","P1"
"Request timeout on commerce-platform due to slow response from upstream","P2"
"Cron job failure detected on monitoring-tool with multiple retries","P3"
"Mysql connection leaking on user-data-service","P3"
"Scheduled maintenance window approaching on infrastructure-server","P3"
"Payment method not recognized for transaction of $1000.00 on commerce-platform","P2"
"Outdated Kubernetes deployment on dev-env leading to potential data loss","P1"
"Service account credential issue detected on identity-service, authentication failed","P2"
"Low disk space alert triggered on file-server at 25% capacity remaining","P3"
"Caching service missing critical cache entries for order-api","P3"
"Transaction rolled back due to insufficient funds in user's wallet on commerce-platform","P1"
"EBS volume issue detected on database-server, disk IO high","P2"
"No available memory for process on application-server with 4.5 GB allocated","P3"
"Scheduled backup failed to complete due to network connectivity issues","P3"
"Database table not found error encountered while synchronizing data on synchronization-tool","P2"
"API endpoint unresponsive on payments-api, timeout after 30 seconds","P2"
"Mysql query taking too long for analytics-platform, optimization needed","P3"
"Failed to authenticate user due to wrong password entered on login-service","P1"
"Critical alert issued due to mismatch between primary and secondary database replication on db-server","P1"
"File system exhausted disk space on file-store at 95% capacity used","P2"
"No database connections available for mysql connection pool on web-api","P3"
"Mysql service not running, failed to start on dev-env machine for task-server","P2"
"Low server CPU utilization causing slow data processing on analytics-platform for past hour","P3"
"Payment declined due to invalid credit card information entered on commerce-platform, error code 22","P1"
"Network connection lost to reporting-database","P1"
"Server down due to power outage on prod-web-server","P1"
"Queue backlog at 5000 messages on email-service","P2"
"Mysql storage engine error on notifications-api","P3"
"Low memory alert on development-kubernetes-cluster","P3"
"Cassandra read timeout on analytics-engine","P2"
"Alert raised due to unresponsive pod in dev-cluster","P1"
"Postgres disk usage at 90% on db-server","P2"
"Kafka consumer not processing messages on data-ingestor","P3"
"Weekly report failure on reporting-engine","P2"
"Network interface error on backup-server","P3"
"Failed request to user-auth-api, HTTP code 503","P1"
"Scheduled task failed, cron job not running","P2"
"Memory leak detected in development-apache-container","P3"
"Error connecting to etcd cluster in prod-deployment","P1"
"Dhcp server service failure on network-device-manager","P2"
"AWS S3 bucket error, permission denied","P2"
"Mysql replication lag at 300 seconds on db-replication","P3"
"Alert raised due to cpu throttling policy exceeded on vm","P2"
"Postgres table size at 90% on live-server","P1"
"Cassandra schema conflicts in production cluster","P1"
"Error reading config file for auth-manager","P2"
"Failed backup job, storage limit exceeded","P3"
"Disk full error on /home/user directory on staging-server","P2"
"Audit log truncated due to disk space issue on prod-db-server","P3"
"MSSQL blocked process threshold exceeded on business-intelligence-database","P1"
"Queue timeout at 20 seconds on order-service","P2"
"Elasticsearch index not accepting documents on analytics-cluster","P3"
"Disk usage warning at 80% for home directory on ubuntu-os","P3"
"FIPS mode enabled for ssl handshake with payment-gateway","P1"
"MSSQL disk usage at 95% on data-warehouse-server","P2"
"Cassandra replication factor mismatch in prod-deployment","P1"
"Docker resource constraint on build-agent","P2"
"Error writing to log file due to no disk space left on application-server","P3"
"Issuer revocation list failed to sync with ca-service","P2"
"Mysql slow query at 10 seconds for update operation in prod-db-replication","P1"
"Weekly stats aggregation report failure in monitoring-deployment","P2"
"AWS ec2 instance status check failure on production-vpc","P1"
"Alert raised due to missing network adapter configuration file on net-app-server","P3"
"Docker build cache exhausted, building latest image from source for production-cluster","P2"
"MSSQL backup error with 5 failed attempts in data-protection-deployment","P3"
"Elasticsearch slowlog threshold exceeded at 50 logs per minute on ops-monitoring-service","P1"
"Error generating report due to missing template file on reporting-engine","P2"
"Docker network interface mtu too small for prod-vpc","P3"
"Mysql connection leak detected in live-service","P1"
"Splunk index bucket rotation failed with 300MB log file size on app-server","P2"
"Alert issued due to network reachability testing failure on web-farm","P2"
"Issuer certificate expired and needs renewal on auth-engine","P3"
"Cassandra read repair rate too high for production cluster at 1000 reads/sec","P1"
"Error reading system logs due to corrupted file in system-logging-agent","P2"
"Docker build error with missing dependent library package for node.js in prod-dev-cluster","P3"
"MSSQL server memory usage above threshold on database-server-machine","P2"
"Network connection to eu-west-1 database instance failed, reconnecting attempts in progress","P1"
"Memory usage on analytics-api at 98%, may cause data processing delays","P2"
"Critical authentication failure rate on login-service for 5 consecutive logins","P1"
"Alertmanager service not responding, monitoring endpoints unresponsive","P1"
"Low disk space warning on backup-server, /backup partition at 93% usage","P3"
"Apache HTTPD process restarted due to segmentation fault on web-01","P2"
"Error rate on payments-gateway at 14.7%, may impact online transactions","P3"
"High CPU usage by unexpected java process on dev-env-1 for 5 minutes","P2"
"/etc/shadow file modified, possible security breach","P1"
"SQL query failure rate exceeds threshold, impacting database efficiency","P2"
"DOS protection engaged to prevent flooding attacks on ip-1","P3"
"NTP service restarting due to synchronization issues with peers","P2"
"Mysql process crashed, recovery in progress, may recover some data","P3"
"Connection attempt to closed port from external IP: 1.1.1.1","P1"
"Sudden increase in error rate on authentication-service at 4.5%","P1"
"Disk usage for user /var/www/html is growing at 14 KB/s","P2"
"JVM heap space threshold exceeded by unexpected Java process","P3"
"HTTP 500 Internal Server Error, application unavailable","P2"
"Mysql disk usage exceeded critical thresholds on database-server","P1"
"Alertmanager pod restarting due to high memory usage for 10 seconds","P2"
"Sudden drop in average response time at API-GW","P1"
"Cheap cloud storage bucket almost full: 85.7%","P3"
"HTTP requests from country US is suspicious on firewall-02","P2"
"Billing system transaction rate exceeds threshold, impacting billing process","P2"
"User attempted to escalate to admin role via session hijack","P1"
"Nginx config update failed with syntax error, service unavailable","P2"
"Sudden spike in MySQL connections on database-cluster, query performance impacted","P1"
"MSSQL log directory almost full and needs cleanup","P3"
"Cheap cloud storage bucket 99% disk usage, near full","P2"
"Network interface eth0 lost connectivity for 10 minutes at data-center","P1"
"Unauthorised access to internal dashboard by user 'admin'","P1"
"NTP service synchronization failed with external server","P2"
"Sudden failure in replication between master and replica nodes","P3"
"WAF configured rules triggering high alert rate on incoming traffic","P3"
"JasperReport failed due to data source connection failure","P2"
"/var/log/messages directory permission has been modified by user root","P1"
"CosmosDB account credential expired, please review and update","P3"
"Nginx HTTP/ SSL handshake error with client, may impact end-to-end transaction","P2"
"Mysql query timeout exceeded threshold on application database","P2"
"Kubernetes api-server not responding to control plane requests for 5 minutes","P1"
"SFTP connection from user testuser"" contains suspicious activity""","P3"
"PostgreSQL replica lag at 15 minutes, may delay replication process","P3"
"Mysql table index rebuild is running on database table","P2"
"High load average by MySQL query thread due to increased database traffic","P2"
"Sudden growth of /app/ directory usage, disk space concerns raised","P3"
"CyberSource integration error impacting transaction processing rate","P1"
"Audit log has been found with user root access being exploited","P1"
"System performance issue: Java process consumes high CPU resources due to large query","P2"
"Sudden spike in CPU consumption rate as per server metrics logs","P3"
"Cheap cloud storage usage almost at its limit on Storage-Server","P3"
"Mysql connection pool exhausted on online application service due to query failure","P1"
"Alertmanager pod memory utilization threshold exceeded, shutting down","P3"
"Kubernetes cluster CPU resource contention causes pod restarts","P2"
"Trove database credentials failed due to authentication error at data-source","P2"
"Server performance issue. Low SSD IO bandwidth may slow system operation","P2"
"Cheap cloud storage bucket 'my-bucket' disk usage exceeds allocated 95%","P3"
"Disk quota for user partition / is above 90% threshold at Storage-Server","P3"
"NTP service synchronization issues with external servers and stratum level","P1"
"CPU-intensive task on SQL Server impact to the database","P2"
"Sudden authentication failure rate exceeds threshold, impacts application stability","P2"
"Azure Blob storage 'my-bucket' almost reaches its capacity, high disk usage warning","P3"
"Nginx service is restarting periodically due to configuration update errors","P1"
"Mysql queries taking longer than threshold (avg time taken: 11.5 ms)","P1"
"Purposeful denial-of-service detected - block public IP 8.23.13.12 for security reasons","P1"
"JPA entity manager cache overflow rate exceeds threshold on database server","P2"
"System log is filling up due to a recent system process causing high disk space usage","P3"
"Mysql error log is showing query timeout errors at data-source endpoint","P1"
"Instance of pod unknown due to failure at cluster-cluster-5-zone1, it has been failing several times ","P3"
"Alerts disabled","P2"
"Service status change for service service-webapp : non functional - failure in a timely manner","P2"
"Failure during the processing for job with id JOBJOB01.","P3"
"Application is down, and therefore we are not receiving the data in a timely manner.","P1"
"Failed at running container container-0 due to resource allocation limit on memory being hit","P1"
"Database connection pool exhausted on payments-api, 0 connections available","P1"
"Messaging queue backlog at 500,000 messages for 1 hour on notifications-service","P2"
"Memory usage at 90% on web-server for 30 minutes","P3"
"Distributed lock contention on order-service with 10 retries","P1"
"Service discovery unreachable on monitoring-api for 5 minutes","P2"
"Failed login attempts over 100 in the last hour on auth-manager","P3"
"AWS S3 bucket at 85% capacity for 6 hours","P2"
"Failed transactions over 500,000 in the last day on payment-processing","P1"
"Webhook delay exceeding 30 seconds on billing-service","P3"
"Downtime detected for maintenance-window-APAC starting in 10 minutes","P3"
"Issued certificates over 100 in the last hour on tls-issuer","P2"
"Audit log processing lagging more than 5 hours on logging-server","P1"
"Network packet loss exceeding 5% at data-ingestion-edge-node","P2"
"Cached data stale by more than 24 hours on analytics-api","P3"
"Database performance degradation, query execution time increased to 500ms","P2"
"FPGA usage rate exceeded 90% for 15 minutes on ai-compute-cluster","P1"
"Scheduled backup failure on logging-server for last 5 attempts","P3"
"Web application firewalls (WAF) blocking exceeding 10,000 requests per second","P1"
"EBS volume write capacity approaching utilization limits at 70% for 2 hours","P2"
"Apache HTTPD worker load average above 5.0 for 1 minute","P3"
"SQL query using more than 100 CPU cores within last hour on db-server","P2"
"Container resource utilization exceeds threshold of 80% at data-pipeline-edge-node","P1"
"DNS resolver taking longer than 30 seconds to respond","P3"
"Webservice unavailable at http://example.corporate.com/orders for last 5 minutes","P2"
"Failed disk IO exceeding 100,000 IOPS on storage-array for last day","P1"
"Network interface queue depth reached critical threshold of 10 packets within 1 minute","P3"
"SAML token not correctly issued by identity-manager for last 30 attempts","P2"
"AWS RDS database connection limit below available connections at 50%","P2"
"Tenable scanner unable to scan more than 'example.corporate.com' for last hour","P3"
"RabbitMQ message delay exceeding 15 minutes on customer-portal service","P1"
"Windows event log is being deserialized more than 100 times every minute from all nodes","P2"
"Resource utilization high for host i-ba8fba0b on AWS for the past hour at 70%","P3"
"HDFS heartbeat failure exceeding 5 minutes for this node, current cluster is not in normal state","P1"
"Tcpdump output size for example.corporate.com is exceeded its daily limit at 90%","P2"
"Cloudwatch Log metric monitoring alarm exceeds threshold on host c4-82","P3"
"NTP service synchronization took longer than '2s' for this system","P2"
"HDFS disk usage above the storage capacity threshold of 80% on node DnS1.abc.com/Dn","P1"
"Error rate has increased at 400 errors/min while running batch-1 application job under workflow-1 with state finished!","P3"
"Cassandra cluster read repair queue length exceeded threshold within last minute","P2"
"ELK stack monitoring shows disk space remaining < 150GB for data-node-1 on prod","P1"
"SNMP trap agent is reachable for this system and has successfully received from server","P3"
"MongoDB performance degraded in query execution on production cluster at example.com/host-12f","P2"
"Firmware versions do not align between nodes which could trigger maintenance window alert by support team","P1"
"The current network adapter utilization stands 65% in a single hour for switch1.corporate.com port eth-4","P3"
"Websphere Liberty Application Server on was01.corporate.com has an increase rate at the memory usage with value of 15%","P2"
"AWS Elastic IP allocation returned failure message 'Exceeded Quota' within last day","P3"
"Windows Active Directory access to AD account being blocked by example\username user for more than once in recent two hours","P1"
"The Oracle Database Cluster has no data available through listener, check and restart on sql11f.corporate.com","P2"
"Apache Kafka consumer lag exceeding 20 minutes on order-management topic partition 0 from all the current active partitions on k4-100d34e7","P3"
"SUSE manager reporting that update zypper list failed to retrieve a package by hostname","P1"
"IIS Web server log monitoring showed failed login attempts on user's account as of more than 10 times in last hour (example.corporate.com)","P2"
"The system has an issue running Oracle RMAN backup. The RMAN BACKUP command cannot proceed without error","P3"
"Linux VM vCPU utilization at a high level since one day is 70 for node VMT0.corporate.com/vcpu10","P1"
"AWS API GW metrics failed to receive value for the last minute from instance i-1234567890.","P2"
"Mongodb aggregation processing exceeding its default threshold of 15 minutes on database db001","P3"
"Rackspace account notifications service unavailable for last one hour, user requests will be delayed","P1"
"Cisco ASA connection logging show increase in number of connections to our webserver at data-centers with ratio over 7%","P2"
"Bastion hosts' disk usage has exceeded its storage capacity by more than 20 hours on node DnS3.corporate.com/node-A","P3"
"Network connectivity to west-coast data center is lost","P1"
"Memory consumption exceeded 80% on analytics-service","P2"
" CPU temperature on logging-server is at 60C ","P3"
"Alert service connection pool exhausted on user-service","P1"
"Queue size reached 10,000 on events-broker","P3"
"Average response time over 3000ms for search-api","P2"
"Memory swap usage over 50% for containerized-app","P3"
"Disk space at 95% of quota for data-store-1","P3"
"High network latency (200ms) on api-gateway","P2"
"Dropped database transactions for user-data-table","P1"
"Memory leak detected in go-webserver","P2"
"Nginx log rotation failed on web-servers-01","P3"
"Ganglia monitoring data missing for db-cluster-02","P3"
"Mysql slave replication lag at 1800 seconds","P2"
"Azure subscription quota exceeded for dev-test","P1"
"Service discovery resolution timeout for user-api","P2"
"Docker swarm services not scheduling on cluster-b","P3"
"F5 load balancer config sync failed on f5-01-nsx","P1"
"High CPU utilization by zabbix-agent on host-102-zbxs ","P2"
" Rabbitmq connection to exchange 'amq.direct' stalled at 30 seconds","P3"
"Scheduled backups failing for postgress-db-svc","P2"
"Service registration failed on container-service-b-01","P3"
"Aws iot core connection credentials missing for device-corp-smoke ","P1"
"Difference detected in disk size check for cloud-accounts","P2"
" RabbitMQ federation not responding for users-app","P3"
"Kubernetes controlplane is unresponsive for 5 min","P1"
"Dns resolution failed on network-device-11-nsx","P3"
"Azure key vault access policies are invalid for apps-03-azdev","P2"
"Database deadlocks causing transaction rollback","P1"
"CPU usage by user on vm-cpu-hotspot is very high - 87% at 30 seconds ","P2"
"High memory usage at 85% on rabbitmq-service-m","P3"
"Docker volume snapshot failed for dev-02-snap","P2"
"Haproxy health checks failed due to network issues","P1"
"Service monitoring metrics are missing for k8s-cluster-a","P3"
"Error parsing etcd peer discovery on cluster-b-etdcs ","P2"
"Postgres logical replication stalled at 50 minutes on postgress-01-sg ","P2"
"Azure function runtime issue for func-hostname-abc","P3"
"Issue in loggly forward logs to server-A-gy-zbx-agent","P2"
"Couchbase database connection refused for user-app-data-store-service","P1"
"Network device 10.20.100.100 is down","P1"
"Scheduled maintenance of services is scheduled on tomorrow morning ","P3"
"Elastic index is stuck at 90% used quota on elassandra-01-sg ","P2"
"Docker daemon not listening on expected port for swarm-service-c-02-a1e98 ","P3"
" Jenkins build failed with error 'No changes detected' in repo","P2"
"Azure monitor logs are not appearing for prod-monitoring-azd ","P2"
"Database connection pool exhausted on payments-api, 0 connections available","P1"
"Alerts queue size exceeded on notifications-mq for the third day in a row","P2"
"Low disk space warning on build-server: 95% capacity reached for /var/log","P3"
"Authentication errors on login-page due to SQL query taking longer than expected (5ms average)","P1"
"Failed deployment of rolling-update strategy in prod environment","P1"
"I/O errors detected on file-server while reading configuration.yaml","P2"
"Scheduled task has encountered an error for job_id 345 on data-pipeline","P3"
"Guzzle HTTP connections are taking longer than usual to resolve (30ms avg)","P2"
"Memory usage at 85% for node-mongodb which is causing intermittent errors","P1"
"CPU core #4 usage spiked from 20~30% to 60~70% on database-master","P2"
"MSSQL connection failed in attempts to execute the stored procedure sp_get_data","P3"
"Process with UID 1022 using an unexpected high amount of CPU (25% peak today)","P1"
"Alert for scheduled snapshot failure due to missing volume information","P3"
"A node is experiencing a disk usage rate of data written: 10MB/s in last minute; (disk_total_size = 5TB - diskspace_free=3.95 TB )","P2"
"Mysql query took 4 seconds on user-requests for a search function","P1"
"Docker container has hit its CPU limit and failed recently","P3"
"Kubernetes cluster reporting nodes experiencing an exception with k8s_node_name=master-15","P3"
"High latency on connection to RabbitMQ; average latency exceeded the 500ms threshold (last check = >5s)","P2"
"Failed disk usage alert for mountpoint '/sda1'; partition has been at 100% of maximum capacity for past two days","P2"
"Network connection lost for machine 192.168.0.123 due to unknown cause over the same period as a previous outage on 2023-02-25,00:31:43+0100","P1"
"Elasticsearch is reporting that one of its shards has an average response latency of nearly .5s and is taking considerably more time (in last minute)","P2"
"User 'admin' received high number of HTTP 500 errors for API call to '/data/feeds'","P2"
"Huge data ingestion rate reported in last 24hr across all sources at a total ingestion throughput of about (approx)12 GB/min","P1"
"Server's process manager got stuck on starting instance due to unknown cause over the duration from '2023-02-25,00:01' until '2023-02-26,; last event created > 60 minutes ago""","P2"
"Audit Log data ingest into Elasticsearch is failing regularly for the past hour with a failure rate of (99.8%) 7 of 10 attempts resulted in error messages on logs","P1"
"Server crashed because network interface eth0 got disconnected accidentally due to unexpected network issues","P3"
"Sudden memory spike detected, causing process (pid #1234) termination, system load average exceeded expected thresholds for same period as alert","P2"
"Data loss reported by a user during regular operation from logs showing errors during SQL INSERT for table data on database-13 ","P1"
"A service crashed at the time of the occurrence due to disk space running low after consuming about (estimated ~ 5.21% or equivalent) disk capacity in relation to system maximum capacity over an hour, then subsequently continuing and finally reached 3 times critical","P2"
"No response from MySQL connection attempted for more than .01s for query `SELECT id FROM table WHERE name @ '%searchTerm'` within a time frame corresponding with same duration of (time since occurrence as reported)","P1"
"Data transfer rate higher than usual at 100% disk utilization on storage-service","P2"
"Nginx worker process crashed recently causing high response latency and timeouts in web browser for pages that contain static content - possible root cause may be linked to an external file corruption or system bug with known patch available","P3"
"Disk space is low on the 'log' partition due to 500 messages exceeding normal threshold limits for last .75h","P1"
"Sudden increase of MySQL query latency; avg query time above threshold (last = > 150ms, warning is if threshold reaches ~10x that)","P2"
"No longer getting data from database with name mydb via mysql-connector as the average network delay increased to over 12.3s during previous hour due to loss ","P1"
"Application has exceeded configured maximum requests within 60 min window causing high levels of latency observed recently due to cache misses","P3"
"Gunicorn worker crashed recently; it was unable to handle high level of traffic due to internal error, and its restart time caused a small disruption.","P2"
"All nodes are reporting an unexpected amount of data being written at 1.8MB/s on data-storage- node#3 today","P1"
"Network socket timeout exception occurred on connection attempt to external-service port=123 within last 30 minutes (threshold reached on avg; >0.5s)","P2"
"Mysql read-only operation taking longer than expected averaging 23 seconds, a sign of poor hardware and/or configuration issue ","P1"
"SQL query 'SELECT * FROM users WHERE username='<username>'' is failing on data- warehouse-database with error codes indicating that this has been the case for several days","P2"
"A batch job has encountered failure to start service running with pid 1010 for three previous hours; reason: service timeout reached due to high CPU consumption - causing an alert in order logs upon reaching threshold of (5 x threshold)","P1"
"Service is currently not responding to http queries at /service-url endpoint, causing request timeouts recently","P3"
"Mysql-DB connection timed out because it's not accepting the amount received in a reasonable amount of time and reached its max allowable","P2"
"Failed update on node '10.1024', causing node-wide network service failure - data loss likely as this is the second update failure within one day.","P1"
"Error on application server due to memory leak with PID 1234 consuming all memory while using .23 of used RAM over a short span","P3"
"Mysql query performance decreased significantly for table with name myuserstable; avg latency has been much higher than expected with (time taken by last query exceeded the threshold)","P2"
"No longer can start a process on node 'node-001' possibly due to resource related problems as average request handling latency is 20 seconds","P1"
